company,sector,amount,description,year,stage,location,founded,founders,investor
DrinkPrime,unknown,0.0,Water purifier subscription service,2020,Seed Round,Bangalore,0.0,"Manas Ranjan Hota, Vijender Reddy","Abhishek Goyal, Bharat Jaisinghani, FirstCheque"
Yap,FinTech,4500000.0,Banking and payment products-focused API platform,2020,Series A,Chennai,0.0,"Madhusudanan R, Muthukumar and Prabhu",BeeNext
UzhavarBumi,Dairy,0.0,Provides fresh dairy products,2020,unknown,Tamil Nadu,2017.0,"Vetrivel Palani, Paneerselvam",Angel Network
Tattva,Beauty & wellness,150000.0,Sells its organic and beauty products via marketplace,2020,unknown,Delhi,2018.0,"Megha Wadhwa, Karnesh Mahendru","Sukhbir Singh, Rakhee Singal"
Pariksha,EdTech,0.0,Platform for vernacular test-preparation,2020,Pre series A,Pune,2015.0,"Karanvir Singh, Utkarsh Bagri, Vikram Shekhawat, Deepak Choudhary","INSEAD Angels, IIT Kanpur Angels, Sixth Sense Ventures, Saahil Bhatia"
DailyHunt,Media,24000000.0,News aggregator,2020,unknown,unknown,0.0,Virendra Gupta,"Bytedance, Falcon Edge, Goldman Sachs, Advent Management"
NoBroker,Real Estate,30000000.0,Online real estate rental startup,2020,unknown,Bangalore,2014.0,"Amit Kumar Agarwal, Akhil Gupta, Saurabh Garg",General Atlantic
Box8,FoodTech,4000000.0,Enables to order food online,2020,unknown,Mumbai,2011.0,"Amit Raj, Anshul Gupta","IIFL Seed Ventures Fund, Menlo park"
Capital Float,FinTech,15000000.0,Online platform that provides working capital finance to SMEs,2020,unknown,Bangalore,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Ribbit Capital, SAIF Partners, Sequoia Capital India, Amazon"
ITILITE,Travel & SaaS,13000000.0,Platform for business travel,2020,Series B,Bangalore,0.0,"Mayank Kukreja, Anish Khadiya","Greenoaks Capital, Vy Capital. Matrix Partners India"
Morning Context,Digital Media,0.0,A subscription-only digital media publisher,2020,Seed Round,unknown,0.0,unknown,Angel investors
Aavenir,SaaS,2000000.0,Source-to-Pay Software,2020,Seed Round,Ahmedabad,2019.0,Ashish Bhandari,Accel
Savvy Co op,Healthcare,0.0,It connects patients with healthcare companies,2020,unknown,unknown,0.0,Jen Horonjeff,Indie VC
BLive,Tourism & EV,0.0,"It offers experiential, guided tours on smart electric bikes",2020,Pre series A,unknown,2018.0,"Samarth Kholkar, Sandeep Mukherjee",Mumbai Angels Network
Yellow Messenger,AI,20000000.0,It offers conversational chatbots,2020,Series B,Bangalore,0.0,Raghavendra Kumar Ravinutala,"Lightspeed Venture Partners, Lightspeed India Partners."
Toch,Media Tech,400000.0,AI based Video object detection and Tagging platform,2020,unknown,unknown,0.0,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",Inflection Point Ventures
Ewar,Gaming,200000.0,E-sports and real-time gaming startup,2020,unknown,Bangalore,0.0,"Parth Chadha, Rahul Singh","Jindal Steels, Jeet Banerjee"
Setu,FinTech,14259000.0,"Offers open APIs across four categories: bills, savings, credit, and payments.",2020,Series A,unknown,0.0,"Sahil Kini, Nikhil Kumar","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund."
Wellthy Therapeutics,HealthTech,4000000.0,It offers a digital therapeutics service,2020,Pre series A,Bangalore,0.0,Abhishek Shah,Saama Capital
Power Gummies,Health,0.0,Offers health supplements related gummies,2020,unknown,Delhi,2018.0,Divij Bajaj,Venture Catalysts
Locale ai,Location Analytics,0.0,It helps companies with moving assets  increase revenues and demand using real time location data and analytics,2020,unknown,Bangalore,2019.0,"Rishabh Jain, Aditi Sinha",Better Capital
FarEye,Logistics,24500000.0,"It enables businesses to execute, track, predict and oprimize the movements of goods",2020,Series D,Delhi,0.0,"Gaurav Srivastava, Gautam Kumar, Kushal Nahata","M12, Honeywell venture capital, Eight Roads Venture"
Rebel Foods,Food tech,50000000.0,It runs internet kitchen,2020,unknown,unknown,0.0,"Jaydeep Barman, Kallol Bannerjee",Coatue Management
BankBazaar,FinTech,3800000.0,Online marketplace that gives customers instant customised offers on loans and credit cards,2020,Series D,Chennai,2008.0,"Adhil Shetty, Arjun Shetty, Rati Shetty,","Amazon, Sequoia, Walden SKT Venture Fund"
Porter,Logistics,18370000.0,Logistics and fleet management,2020,Series D,Mumbai,2014.0,"Pranav Goel, Uttam Digga",Lightstone Global Funds
SugarBox,Tech,68525000.0,Hyperlocal data distribution platform,2020,unknown,Mumbai,0.0,Rohit Paranjpe,Zee Entertainment Enterprises Limited
Capital Float,FinTech,4800000.0,Online platform that provides working capital finance to SMEs,2020,Series F,Bangalore,2013.0,"Gaurav Hinduja, Sashank Rishyasringa","Amazon Inc`, Dinesh J Hinduja"
Big Basket,E store,60000000.0,Online grocery store,2020,unknown,Bangalore,0.0,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Alibaba Holdings
Amica,FinTech,2000000.0,Neobanking startup,2020,unknown,unknown,0.0,Jitendra Gupta,"Hummingbird Ventures, Bedrock Capital"
Vedantu,EdTech,12500000.0,Onine learning platform,2020,Series C,Bangalore,0.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Legend Capital
Fingerlix,Food,1834000.0,"It provides ready-to-cook products such as batters, mixes, curries, dals, parathas etc.,",2020,unknown,unknown,2016.0,"Shrikrishna Bharambe, Shripad Nadkarni, Varun Khanna, Abhijit Berde","Accel, Zephyr Peacock, Swiggy, RB Investments."
Plop,Tech,0.0,It Provides an interactive fiction entertainment platform to entertain & educate Gen Z & Millennials in a language they understand,2020,Angel Round,Mumbai,0.0,"Vineet Shetty, Anushka Shetty","Better Capital, LetsVenture, Rohit Chanana, Jayant Kadambi, Sunil Kumar Singhvi"
Zupee,Gaming,8000000.0,It runs live quiz tournaments on its app.,2020,Series A,unknown,2018.0,"Malhi, Siddhant Saurabh",Matrix Partners
DeHaat,AgriTech,12000000.0,Online marketplace for farming services and products,2020,Series A,unknown,2012.0,Shashank Kumar,Sequoia Capital India
Lido Learning,EdTech,7500000.0,Online teaching service,2020,Series B,Mumbai,0.0,Sahil Sheth,Bace Capital
Aye Finance,FinTech,23850000.0,A finance lender to SMEs,2020,unknown,Gurugram,2014.0,"Vikram Jetley, Sanjay Sharma",Undisclosed
Swiggy,FoodTech,43000000.0,Platform to order food online from restaurants and getting it delievered,2020,Series A,Bangalore,2014.0,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini","Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, Mirae Asset Capital Markets"
Akna Medical,HealthTech,7000000.0,Provides supply solutions for surgical and pharmaceutical products.,2020,unknown,unknown,2018.0,"Saurabh Pandey, Mahadevan Narayanamoni",LGT Lightstone Aspada
Zomato,FoodTech,5000000.0,Online food delivery and restaurant discovery platform,2020,unknown,Gurugram,0.0,Deepinder Goyal,Pacific Horizon
RaRa Delivery,Logistics,800000.0,Provides same day delivery service for ecommerce businesses,2020,Seed Round,unknown,0.0,Karan Bhardwaj,"Der Shing Lim, 500 startups"
JusPay,FinTech,21600000.0,Online payment solutions,2020,Series B,Bangalore,0.0,Vimal Kumar,Vostok Emerging Finance
Obviously AI,Data Science,0.0,It provides predictive insights to clients by leveraging their data,2020,unknown,unknown,2018.0,"Tapojit Debnath, Nirman Dave",Arka Venture Labs
Fingpay,FinTech,3500000.0,Provides payment solutions,2020,Series A,Mumbai,2016.0,"Pratyush Halen, Anuraag Agrawal",IvyCap Ventures
Recko,SaaS,6000000.0,The platform enables AI-powered reconciliation of digital transactions,2020,Series A,Bangalore,2017.0,"Prashant Border, Saurya Prakash Sinha",Vertex Ventures
Furlenco,Ecommerce,10000000.0,Furniture rental startup,2020,unknown,Bangalore,2012.0,Ajith Mohan Karimpana,"Chowdry Associates, Lightbox"
Mera Cashier,FinTech,150000.0,App meant for small and micro businessmen to manage their transactions digitally,2020,unknown,Noida,2019.0,"Suneel Kumar, Gaurav Tomar, Sucharita Redd","Sukhbir Singh, India Accelerator, Boudhik Ventures, Shankar Nath, Shaurya Garg"
Kitchens Centre,unknown,500000.0,Offers solutions to cloud kitchens by providing commercial space and kitchen infrastructure to assisting with branding and other services,2020,Seed Round,Delhi,2019.0,Lakshay Jain,AngelList India
Camp K12,EdTech,4000000.0,It connects students with tutors online,2020,Seed Round,Gurugram,0.0,"Anshul Bhagi, Sandeep Bhagi","Matrix Partners, SAIF Partners"
MedGenome,HealthTech,55000000.0,Genetic diagnostic testing company,2020,Series D,Bangalore,2013.0,Sam Santhosh,LeapFrog Investments
Ergos,AgriTech,4598000.0,It enables farmers to digitise their foodgrain and also provide access to supply chain solutions,2020,unknown,Bangalore,0.0,"Kishor Jha, Praveen Kumar",Aavishkar Capital
Nykaa,Ecommerce,13137000.0,Deals in cosmetic and wellness products,2020,unknown,Mumbai,2012.0,Falguni Nayar,Steadview capital
Samadhan,Insurance,0.0,They help find solutions to insurance related issues,2020,Seed Round,Delhi,2018.0,"Deepak Bhuvneshwari Uniyal, Shilpa Arora, Shailesh Kumar, Sanjay Aggarwal",Venture Catalysts
SaScan,Healthcare,0.0,Cancer diagnostics startup,2020,unknown,Bangalore,0.0,Subhash Narayanan,Unicorn India ventures
Lido Learning,EdTech,3000000.0,Online teaching service,2020,unknown,Mumbai,0.0,Sahil Sheth,"Pecus Capital, Madhur Deora"
CureFit,Health and Fitness,115000000.0,"Integrated platform for food, fitness and meditation.",2020,Series D,Bangalore,2016.0,"Mukesh Bansal, Ankit Nagori",Temasek
Nimesa,SaaS,0.0,Cloud data managemnt solutions enterprise,2020,unknown,Bangalore,2018.0,"Tapesh Goyal, Rajesh Vaidhyanathan",Ideaspring capital
Design X,IoT,200000.0,Builds IoT based products,2020,Seed Round,Noida,0.0,Preet Arjun Singh,ThinkNext LLC
Driftly Electric,Automobile,0.0,Electric vehicle startup,2020,unknown,Bangalore,0.0,Sneha Roy,MG Motor India
Imstrong,Fitness,400000.0,It is an online and live video-streaming platform that allows trainers and fitness enthusiasts to connect and engage in interactive online classes.,2020,Seed Round,Bangalore,2019.0,"Dilip Kumar, Selvan Thamarai, Deepti Nair",Rainmatter
Craftsvilla,Marketplace,3900000.0,Online marketplace for ethnic wear,2020,unknown,Mumbai,0.0,Monica Gupta. Manoj Gupta,Supera Investments
Rupifi,FinTech,0.0,Offers financial products for SMEs,2020,Pre seed round,Bangalore,2020.0,"Anubhav Jain, Ankit Singh, Jawaid Iqbal","Ashneer Grover, Kunal Shah, Ramakant Sharma"
SnackAmor,Food,0.0,It offers various healthy snacks,2020,Seed Round,Mumbai,0.0,Deepak Grover,Undisclosed
Zealthy,HealthTech,0.0,"It connects women to healthproviders for specialities like infertility, maternity etc.,",2020,Seed Round,Bangalore,2019.0,"Rishi Malhotra, Akhil Gupta","KYT Ventures, First Cheque, AngelList"
CoinDCX,FinTech,3000000.0,A cryptocurrency trading platform,2020,Series A,unknown,0.0,Sumit Gupta,"Polychain Capital, Bain Capital Ventures, HDR Group"
NuNu TV,Media,670000.0,Kids-focussed Youtube channel,2020,unknown,unknown,0.0,unknown,Risers Accelerators
QTalk,Technology,1600000.0,Smart Phone Dialer,2020,Seed Round,Bangalore,0.0,"Sagar Modi, Advaith Vishwanath","Accel India, Lightspeed Venture Partners"
Shadez,Interior & decor,100000.0,Paint Company,2020,Seed Round,Mumbai,2018.0,"Adarsh Anand, Amit Tiwari",Inflection Point Ventures
Excess2Sell,Ecommerce,1000000.0,B2B Marketplace for Overstock & Surplus Inventory,2020,unknown,Mumbai,0.0,Rajan Sharma,Gautham Madhavan
Stanplus,HealthTech,1500000.0,Ambulance service,2020,Pre series A,Hyderabad,2016.0,Prabhdeep Singh,Pegasus FinInvest
Pitstop,Automobile,2500000.0,Doorstep car service,2020,Series A,Bangalore,0.0,Mihir Mohan mishra,TPG-backed Group Landmark
Univariety,EdTech,1100000.0,Online marketplace that provides career counselling and college guidance,2020,unknown,Hyderabad,2015.0,Jaideep Gupta,Info Edge
Peel Works,SaaS,0.0,E-commerce for corner/retail stores.,2020,"Series C, D",Mumbai,2010.0,"Sachin Chhabra, Nidhi Ramachandran",CESC Ventures
CoreStack,Technology,8500000.0,Enterprise cloud governance technology startup,2020,Series A,Chennai,2016.0,"Ezhilarasan Natarajan, Sabapathy Arumugam, Krishnakumar Narayanan, Thiruvalluvar NB",Naya Ventures
Vivriti Capital,FinTech,50000000.0,Digital lending startup,2020,Series B,Chennai,2017.0,"Gaurav Kumar, Vineet Sukumar",LGT Lightstone Aspada
Agnikul,Spacetech,3148000.0,"It designs, fabricates, tests and launch orbital class launch vehicles",2020,Pre series A,Chennai,0.0,Srinath Ravichandran,pi Ventures
Fintso,FinTech,2600000.0,Wealth management platform,2020,unknown,unknown,2020.0,"George Mitra, Rajan Pathak","Rajeev Juneja, Pratul Shroff, Dilip Khandelwal, Piyush Gupta"
Khatabook,FinTech,0.0,It helps SMEs to maintain their accounts and ledger online.,2020,unknown,Bangalore,0.0,Ravish Naresh,Mahendra Singh Dhoni
Smart Coin,FinTech,7000000.0,Consumer lending startup,2020,Series A,unknown,2015.0,"Amit Chandel, Rohit Garg, Vinay Kumar, Jayant Upadhyay",LGT LightstoneAspada
ZunRoof,CleanTech,3000000.0,"It specialises in solar rooftop design, installation, and management using technology",2020,Series A,Gurugram,2016.0,"Pranesh Chaudhary, Sushant Sachan",Godrej Investments
Shop101,Social e-commerce,3900000.0,Enables entrepreneurs to sell online,2020,Series C,unknown,2015.0,"Abhinav Jain, Aditya Gupta","Stellaris Venture Partners, Unilever Ventures, Kalaari Capital, Vy Capital"
OM Bhakti,FMCG,0.0,A puja cotton-wicks manufacturing startup,2020,Seed Round,Bangalore,0.0,"Sridhar Joshi, Prashant Kulkarni",Venture Catalysts
Lal10,B2B,1100000.0,It helps Indian artisans and SMEs reach out to global retailers,2020,unknown,Uttar Pradesh,2016.0,"Maneet Gohil, Sanchit Govil, Albin Jose",Sorenson Impact
Anaxee Digital Runner,Tech,0.0,A tech-enabled ID verification and data collection startup,2020,unknown,Indore,2016.0,"Govind Agrawal, Arti Agrawal",Orios Venture Partners
CollegeKhabri,EdTech,0.0,Platform is an end-to-end college and career counselling platform for students,2020,unknown,Bhopal,2019.0,Arshi Khan,Vishal Dixit
Ola Electric,eMobility,1000000.0,Electric vehicle,2020,unknown,Bangalore,0.0,"Ankit Jain, Anand Shah",Pawan Munjal Family Trust Fund
Multi Living,Real Estate,6000000.0,"It curates apartments from the homeowners, performs the quality check and offers the homes with built-in services to the potential tenants",2020,unknown,Mumbai,0.0,Pankaj Singh,Lodha Ventures
FamPay,FinTech,4700000.0,"It allows parents to send money to their kids below the age of 18, which they can spend securely under parent supervision.",2020,Seed Round,Bangalore,0.0,Kush Taneja,"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital"
UnboxRobotics Labs,Automation tech,500000.0,Automated flexible parcel sorting solutions for logistics providers,2020,Seed Round,Bangalore,0.0,Pramod Ghadge,"Arali Ventures, CIIE.CO"
Karbon Card,FinTech,2000000.0,Specialisde corporate cards for startups,2020,Seed Round,Bangalore,0.0,"Pei-fu Hsieh, Amit Jangir","Kunal Shah, Amrish Rau, Jitendra Gupta"
Airmeet,Media & Networking,3000000.0,"A platform to host, discover, and attend fully remote events like conferences and professional meet-ups",2020,unknown,Bangalore,0.0,"Lalit Mangal, Vinay Jaasti, Manoj Singh",Accel India
Innerchef,FoodTech,1000000.0,Cloud kitchen platform,2020,unknown,Gurgaon,0.0,Rajesh,Mistletoe
Epigamia,FMCG,0.0,Flavoured and greek yoghurt brand,2020,Series C,Mumbai,2015.0,Rohan Mirchandani,KA Enterprise
StyleNook,Ecommerce,0.0,Marketplace for fashionable apparel,2020,unknown,Mumbai,0.0,Lathika Pai,"Lead Angels Network, Stanford Angels"
Callido Learning,EdTech,0.0,Provides a structured educational approach to critical thinking and problem solving skills,2020,unknown,Mumbai,0.0,Sriram Subramanian,Education Catalyst Fund
Soxytoes,Ecommerce,0.0,Online store to buy various types of socks including funky and colorful socks,2020,unknown,Delhi,0.0,"Vidushi Kajaria, Aayush Goenka",Angel network
F5,E-market,0.0,Retail Aggregator,2020,Seed Round,Delhi,2018.0,"Raghav Arora, Lalit Kumar Aggarwal",LetsVenture investors
Paper Boat,Food & Beverages,4049500.0,Ecommerce platform for beverages and snacks,2020,unknown,Bangalore,2013.0,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Advent Management, A91 Emerging Fund, Trifecta Venture"
Strata,Proptech,1500000.0,Real estate investment platform,2020,Seed Round,Bangalore,2019.0,"Sudarshan Lodha, Priyanka Rathore","SAIF Partners, Mayfield India"
Salesken,AI & Data science,8000000.0,Provides sales professionals with intelligence on various aspects of the sales pitch,2020,Series A,Bangalore,0.0,"Sreeraman Vaidyanathan, Surga Thilakan",Sequoia India
Arya,AgriTech,6000000.0,Provides post-harvest services across the agricultural value chain,2020,Series B,Noida,0.0,Prasanna Rao,LGT Lightstone Aspada
Leap Finance,FinTech,5500000.0,Provides education loans to students based on the student’s future income,2020,unknown,Bangalore,0.0,"Vaibhav Singh, Arnav Kumar",Sequoia India
Sleepy Owl,Beverages,0.0,"It sells ready to drink cold brew coffees, brew boxes and packs.",2020,unknown,Delhi,2016.0,"Ajai Thandi, Arman Sood, Ashwajeet Singh",Rukam Capital
Tricog,HealthTech,10500000.0,Provides virtual cardiology services through its AI-powered healthcare platforms,2020,Series B,Bangalore,2015.0,"Charit Bhograj, Zainul Charbiwala, Udayan Dasgupta, Abhinav Gujjar","UTEC-The University of Tokyo Edge Capital, Aflac Ventures, LLC, Dream Incubator, TeamFund"
GogoBus,Travel tech,0.0,Inter-City Mobility Startup,2020,unknown,Delhi,0.0,Amit Gupta,Ixigo
Trell,Social e-commerce,4000000.0,Allows users to share their travel experiences,2020,Pre series A,Bangalore,2016.0,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","Sequoia’s Surge, Fosun RZ"
Spaciya Consultants,Real Estate,500000.0,Real estate consultancy firms,2020,Pre series A,Noida,0.0,Ajit Panda,Alok Garg
Bounce,Automotive and Rentals,6500000.0,Offers a variety of bikes and scooters that can be rented on a subscription basis,2020,unknown,Bangalore,2014.0,"Vivekananda Hallekere, Anil Giri Raju, Arun Agni",InnoVen Capital
Neeman,Ecommerce,1000000.0,An eco-conscious footwear brand making comfortable shoes using Merino Wool,2020,Pre series A,unknown,2017.0,"Taran Chhabra, Amar Preet Singh",Anicut Angel Fund
Chqbook,FinTech,5000000.0,"Marketplace for small business owners, offering them products around lending, credit cards etc",2020,Series A,Gurugram,2017.0,"Vipul Sharma, Rajat Kumar, Sachin Arora, Mohit Goel",Aavishkaar Capital
SMEcorner,FinTech,30000000.0,Financial lending firm to SMEs,2020,Series B,Mumbai,2014.0,"Bhatia, Sneha Shah",Paragon Partners
Oda Class,EdTech,0.0,"It offers content and material via video, adopting a dual-teacher model with IIT and NIT alumni",2020,Pre series A,Bangalore,0.0,"Li Yong, Shushant Srivastava",Yuanfudao
Spinny,E-tail,43700000.0,Used car retailing platform,2020,Series B,Haryana,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahuar","Nandan Nilekani, Sanjeev Aggarwal"
goStops,Accomodation,0.0,A premium chain of youth hostels catering to the millennials,2020,unknown,Delhi,2012.0,"Pallavi Agarwal, Pankaj Parwanda",Atraxn Partners.
Umeed Housing,FinTech,23000000.0,Housing finance company,2020,Series D,Haryana,0.0,Ashutosh Sharma,Morgan Stanley Private Equity Asia
Vogo,Automotive,20000000.0,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,2020,Series C,Bangalore,2016.0,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada
Flick Stree,AI & Media,3000000.0,Artificial intelligence-based video publishing network,2020,Series A,Mumbai,0.0,Saurabh Singh,Samsung Venture Investment
Qure ai,HealthTech,16000000.0,Provides interpretations of radiology scans,2020,unknown,Mumbai,2016.0,"Prashant Warier, Pooja Rao",Sequoia India
MinionLabs,Machine Learning,0.0,It leverages a Machine Learning-based approach to generate a comprehensive report on predictive analytics,2020,unknown,Bangalore,0.0,Gokul Shrinivas,Indian Angel Network
Josh Talks,Media,1500000.0,Community of young individuals providing a platform to showcase their stories,2020,Pre series A,Haryana,2015.0,"Supriya Paul, Shobhit Banga",Media Development Investment Fund
PhoneParLoan,FinTech,0.0,Provides easy loans,2020,unknown,Delhi,2015.0,Ringaile Noq,Accelerator MOX
RailYatri,Travel,13800000.0,A complete Indian railways app,2020,unknown,Noida,2011.0,"Manish Rathi, Kapil Raizada, Sachin Saxena","Nandan Nilekani, Samsung Venture Investment Corporation"
AjnaLens,Deeptech,1500000.0,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence",2020,Pre series A,Thane,2014.0,"Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)"
Pepper,Content Marktplace,306900.0,End to end content creation platform,2020,Seed funding,Mumbai,2017.0,Anirudh Singla and Rishabh Shekhar,"Kunal Bahl, Rohit Bansal"
Rupeek,FinTech,30000000.0,An asset backed online lending platform,2020,unknown,Bangalore,2015.0,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","GGV Capital, Bertelsmann India Investments, Binny Bansal, Sequoia India, Accel Partners"
iMerit,IT,20000000.0,Turns information into data that is usable for machine learning processes,2020,Series B,Kolkata,2012.0,Radha Basu,CDC Group Plc
BharatPe,FinTech,75000000.0,Digital payments platform,2020,Series C,Delhi,2018.0,Ashneer Grover,Ribbit Capital
Invideo,Visual Media,2500000.0,Video production and editing platform,2020,unknown,unknown,0.0,Sanket Shah,Sequoia Capital’s Surge
AvalonMeta,EdTech,420000.0,It combines higher education and competitive gaming,2020,unknown,unknown,2017.0,"Varun Mayya, Shashank Udupa, Abhinav Arora",Peerplays
Near Store,Ecommerce,300000.0,Enables a shop to create an online presence,2020,Seed Round,Mumbai,0.0,unknown,Sauce.vc
ElecTorq,Automobile,0.0,Electric vehicle startup,2020,unknown,Delhi,0.0,Anubhav Sharma,AdvantEdge
Prayaan Capital,FinTech,1200000.0,"NBFC that lends to micro, small, and medium-sized enterprises (MSMEs)",2020,Seed Round,Chennai,0.0,"Madhan Mohan , Akash Chelvam",Accion Venture Lab
Sanfe,Hygiene,1100000.0,Women health care and wellness product,2020,Pre series A,Delhi,0.0,"Archit Agarwal, Harry Sehrawat","SucSEED Venture Partners, BIRAC, Elixir Pharma, Titan Capital"
Go Desi,FoodTech,627300.0,Provides traditional delicacies,2020,Seed Round,Delhi,2018.0,Vinay Kothari,Rukam Capital
Swiggy,FoodTech,113000000.0,Platform to order food online from restaurants and getting it delievered,2020,Series A,Bangalore,2014.0,"Nandan Reddy, Sriharsha Majety, Rahul Jaimini",Prosus N.V
Whatfix,SaaS,32000000.0,"Digital adoption platform that helps companies provide intuitive onboarding, training and support",2020,Series C,Banglore,2014.0,"Khadim Batti, Vara Kumar",Sequoia Capital India
Unacademy,EdTech,110000000.0,Platform that offers online education in India,2020,Series E,Bangalore,2010.0,"Gaurav Munjal, Roman Saini, Hemesh Singh","Facebook, General Atlantic, Sequoia India, Nexus Venture Partners, Steadview Capital, Blume Ventures"
Zvesta,Proptech,5500000.0,An online platform where users can search and buy properties listed by developers and brokers,2020,unknown,Gurugram,2015.0,"Rajan Dang, Anushree Srivastava",Hindustan Media Ventures
Dunzo,Logistics,11000000.0,India-based hyperlocal delivery startup,2020,unknown,Bangalore,2014.0,Kabeer Biswas,Alteria Capital
Digit Insurance,Insurtech,340000.0,General Insurance Company,2020,unknown,Bangalore,0.0,Kamesh Goyal,"Virat Kohli, Anushka Sharma"
Yolo,Transport,600000.0,Intercity transportation,2020,Seed funding,Gurugram,2019.0,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed
SmartVizX,VR & SaaS,1397000.0,It developed India’s first VR-based design communication and collaboration product Trezi,2020,Pre series A,unknown,2015.0,"Tithi Tewari, Gautam Tewari",Rockstud Capital
MaxWholesale,Ecommerce,3000000.0,B2B ecommerce platform for kirana stores,2020,Series A,Delhi,2016.0,Samarth Agrawal,"IAN Fund-I,  Al Falaj Investment Company (AFI)"
Carbon Clean,CleanTech,16000000.0,Develops affordable carbon capture technology,2020,unknown,unknown,2009.0,"Aniruddha Sharma, Prateek Bumb","WAVE Equity Partners, Chevron Technology Ventures, Marubeni Corporation."
Onsitego,Sales & Services,19000000.0,It offers post-purchase services through a network of brand authorised service centres throughout the country,2020,Series B,unknown,0.0,Mahipal,Zodius Growth Fund
Genius Corner,EdTech,250000.0,Framework to enable personalised learning using artificial intelligence (AI) and machine learning (ML).,2020,unknown,Noida,2014.0,"Vishal Khatter, Dheeraj Khatter, Dipak Varshney","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats"
PlanetSpark,EdTech,448500.0,Provides neighbourhood learning zones where children learn and develop 'new-age' skills under one roof,2020,unknown,Gurugram,2016.0,"Maneesh Dhooper, Kunal Malik","Indian Angel Network, Lead Angels, Hyderabad Angels"
CamCom,AI & Deep learning,0.0,AI automation platform for enterprise quality control,2020,unknown,Bangalore,2017.0,"Ajith Nayar, Umesh, Mahesh Subramanian","Triton Investment Advisors,"
Simsim,Social commerce,8000000.0,It enables community opinion influencers to sell products to thousands of micro-communities in India,2020,Series B,Bangalore,0.0,Amit Bagaria,"Accel Partners, Shunwei Capital, Good Capital"
Shuttl,Transport,7975700.0,App based bus aggregator serice,2020,Series C,Delhi,2015.0,"Amit Singh, Deepanshu Malviya",SIG Global India Fund
HooLiv,Housing & Rentals,0.0,Student Co-living startup,2020,unknown,Delhi,0.0,"Chinmoy Mishra, Gaurav Vij, and Abhishek Verma",Kolte-Patil Family Office
ClassMonitor,EdTech,0.0,The learning platform that blends curriculum-based activities for children,2020,unknown,Indore,0.0,"Vijeet Pandey, Vikas Rishishwar",Ashwin Khorana
Friyey,Co-working,0.0,Co working space startup,2020,unknown,Pune,0.0,Yogesh Thore,Tarun Bhalla
Oga,Fitness,330000.0,Provides interactive fitness experience to people across the world,2020,unknown,Bangalore,0.0,Ashish Rawat,Inflection Point Ventures
Big Basket,Estore,3500000.0,Online grocery store,2020,unknown,Bangalore,0.0,"Abhinay Choudhari, Hari Menon, Vipul Parekh, VS Sudhakar",Trifecta Capital
CYFIRMA,SaaS,0.0,Offer cybersecurity services,2020,Series A,Bangalore,0.0,Ritesh Kumar,Z3 Partners
Innoviti,unknown,5000000.0,Digital payments solutions company,2020,unknown,Bangalore,0.0,Rajeev Agrawal,FMO
Paytm money,FinTech,5600000.0,Wealth Management,2020,unknown,Bangalore,2010.0,Vijay Shekhar Sharma,One97 Communications
Vedantu,EdTech,24000000.0,Onine learning platform,2020,Series C,Bangalore,0.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",GGV Capital
Yap,FinTech,1402000.0,Banking and payment products-focused API platform,2020,unknown,Chennai,0.0,"Madhusudanan R, Muthukumar and Prabhu","Amrish Rau, Kunal Shah, Jitendra Gupta"
Clover,AgriTech,5500000.0,Provides agricultural solution to farmers working in the greenhouse production of vegetables and fruits,2020,Series A,Bangalore,0.0,"Avinash BR, Gururaj Rao, Arvind Murali, Santhosh Narasipura","Omnivore, Accel Partners, Mayfield"
Nova Credit,FinTech,50000000.0,Cross-border consumer credit startup,2020,Series B,unknown,0.0,Nicky Goulimis,"Kleiner Perkins, Canapi Ventures, Index Ventures, Nyca Partners, General Catalyst."
CodingNinjas,EdTech,5200000.0,Online learning platform,2020,Series A,Delhi,2016.0,"Singla, Kannu Mittal, Dhawal Parate",Info Edge Ltd
Furlenco,Ecommerce,2200000.0,Furniture rental startup,2020,Series C,Bangalore,2011.0,Ajith Mohan Karimpana,Chowdry Associates
